Year,kms Driven,Fuel Type,Suspension,Price,Car Model
2015,"81506 kms "," CNG "," Manual",4.21,Honda Amaze S Plus i-VTEC
2019,"23561 kms "," Diesel "," Manual",11.0,Honda BR-V i-DTEC V MT
2014,"27961 kms "," Diesel "," Manual",4.22,Honda Amaze S i-Dtech
2021,"28183 kms "," Diesel "," Manual",8.5,Honda Amaze S Diesel
2015,"28451 kms "," Diesel "," Manual",7.0,Honda City i DTEC VX
2019,"30000 kms "," Diesel "," Manual",6.5,Honda Amaze S Diesel BSIV
2017,"31000 kms "," Diesel "," Manual",9.75,Honda City i-DTEC ZX
2015,"32495 kms "," Diesel "," Manual",6.09,Honda Jazz 1.5 VX i DTEC
2020,"33174 kms "," Diesel "," Manual",9.2,Honda WR-V i-DTEC VX
2018,"33694 kms "," Diesel "," Manual",6.49,Honda Amaze V Diesel
2016,"35000 kms "," Diesel "," Manual",6.2,Honda Jazz 1.5 VX i DTEC
2016,"35000 kms "," Diesel "," Manual",6.2,Honda Jazz 1.5 VX i DTEC
2015,"35341 kms "," Diesel "," Manual",3.0,Honda Amaze S i-Dtech
2015,"35341 kms "," Diesel "," Manual",3.0,Honda Amaze S i-Dtech
2016,"39000 kms "," Diesel "," Manual",6.1,Honda City i DTEC V
2016,"40000 kms "," Diesel "," Manual",5.1,Honda Amaze VX i-DTEC
2018,"40000 kms "," Diesel "," Manual",7.15,Honda WR-V i-DTEC VX
2017,"40000 kms "," Diesel "," Manual",4.9,Honda Amaze S Option i-DT
2019,"40000 kms "," Diesel "," Manual",10.9,Honda City i-DTEC VX
2016,"41163 kms "," Diesel "," Manual",6.5,Honda BR-V i-DTEC V MT
2014,"41576 kms "," Diesel "," Manual",4.5,Honda City i DTEC SV
2017,"42000 kms "," Diesel "," Manual",7.4,Honda BR-V i-DTEC S MT
2019,"42240 kms "," Diesel "," Manual",8.0,Honda City i-DTEC V
2017,"43741 kms "," Diesel "," Manual",6.5,Honda WR-V i-DTEC VX
2018,"44255 kms "," Diesel "," Manual",6.2,Honda WR-V i-DTEC VX
2014,"44901 kms "," Diesel "," Manual",3.0,Honda City i DTEC SV
2015,"47091 kms "," Diesel "," Manual",3.98,Honda Jazz 1.5 S i DTEC
2015,"47438 kms "," Diesel "," Manual",4.85,Honda City i DTEC V
2013,"48647 kms "," Diesel "," Manual",3.2,Honda Amaze S i-Dtech
2015,"49970 kms "," Diesel "," Manual",6.5,Honda City i DTEC VX
2018,"50000 kms "," Diesel "," Manual",6.1,Honda Amaze VX Diesel BSI
2015,"50000 kms "," Diesel "," Manual",5.55,Honda City i DTEC S
2017,"50000 kms "," Diesel "," Manual",7.5,Honda WR-V i-DTEC VX
2016,"50000 kms "," Diesel "," Manual",4.25,Honda Jazz 1.5 V i DTEC
2016,"50393 kms "," Diesel "," Manual",5.5,Honda City i DTec SV
2015,"50500 kms "," Diesel "," Manual",6.49,Honda City i DTec V
2016,"52456 kms "," Diesel "," Manual",5.6,Honda Jazz 1.5 SV i DTEC
2015,"53000 kms "," Diesel "," Manual",3.3,Honda Amaze S i-Dtech
2019,"54000 kms "," Diesel "," Manual",9.9,Honda City i-DTEC VX
2013,"54000 kms "," Diesel "," Manual",4.65,Honda Amaze S i-Dtech
2018,"54000 kms "," Diesel "," Manual",8.25,Honda WR-V i-DTEC VX
2018,"56069 kms "," Diesel "," Manual",6.1,Honda Amaze VX i DTEC
2015,"56597 kms "," Diesel "," Manual",5.15,Honda City i DTEC V
2016,"59235 kms "," Diesel "," Manual",7.11,Honda BR-V i-DTEC S MT
2017,"59835 kms "," Diesel "," Manual",4.7,Honda WR-V i-DTEC S
2021,"60000 kms "," Diesel "," Manual",4.22,Honda Amaze S Diesel
2018,"60000 kms "," Diesel "," Manual",9.0,Honda City i-DTEC V
2018,"60000 kms "," Diesel "," Manual",9.0,Honda City i-DTEC V
2015,"60130 kms "," Diesel "," Manual",4.8,Honda Amaze VX i-DTEC
2018,"62312 kms "," Diesel "," Manual",5.5,Honda Amaze S i-DTEC
2015,"64000 kms "," Diesel "," Manual",5.49,Honda City i DTEC VX
2018,"64812 kms "," Diesel "," Manual",6.0,Honda Amaze S Option i-DT
2014,"66411 kms "," Diesel "," Manual",7.0,Honda City i DTEC VX
2016,"66731 kms "," Diesel "," Manual",5.71,Honda City i DTec VX Opti
2014,"66776 kms "," Diesel "," Manual",2.3,Honda Amaze S i-Dtech
2014,"67245 kms "," Diesel "," Manual",4.0,Honda City i DTEC SV
2015,"68000 kms "," Diesel "," Manual",5.3,Honda City i DTEC V
2014,"68978 kms "," Diesel "," Manual",2.8,Honda Amaze S i-Dtech
2014,"69900 kms "," Diesel "," Manual",4.25,Honda Amaze VX i-DTEC
2013,"70000 kms "," Diesel "," Manual",3.5,Honda Amaze E i-Dtech
2014,"70000 kms "," Diesel "," Manual",4.35,Honda City i DTEC V
2016,"70000 kms "," Diesel "," Manual",5.7,Honda Amaze S Diesel
2018,"70000 kms "," Diesel "," Manual",7.5,Honda WR-V i-DTEC VX
2014,"70000 kms "," Diesel "," Manual",3.0,Honda Amaze S i-Dtech
2015,"70000 kms "," Diesel "," Manual",6.15,Honda Jazz 1.5 VX i DTEC
2021,"70000 kms "," Diesel "," Manual",10.0,Honda WR-V VX Diesel
2014,"70262 kms "," Diesel "," Manual",5.5,Honda City i DTEC SV
2014,"71481 kms "," Diesel "," Manual",2.75,Honda Amaze S i-Dtech
2015,"71773 kms "," Diesel "," Manual",4.3,Honda City i DTEC VX
2013,"72071 kms "," Diesel "," Manual",4.5,Honda Amaze S i-Dtech
2017,"72718 kms "," Diesel "," Manual",5.0,Honda WR-V i-DTEC VX
2015,"72900 kms "," Diesel "," Manual",5.75,Honda Jazz 1.5 VX i DTEC
2017,"74000 kms "," Diesel "," Manual",8.25,Honda City i DTec V
2014,"74884 kms "," Diesel "," Manual",3.5,Honda Amaze S i-Dtech
2014,"75247 kms "," Diesel "," Manual",6.5,Honda City i DTEC VX
2015,"76670 kms "," Diesel "," Manual",4.36,Honda City i DTEC SV
2015,"77279 kms "," Diesel "," Manual",3.5,Honda Amaze S i-Dtech
2014,"78000 kms "," Diesel "," Manual",6.25,Honda Mobilio RS Option i
2019,"79000 kms "," Diesel "," Manual",17.2,Honda Civic VX Diesel
2014,"79074 kms "," Diesel "," Manual",5.85,Honda City i DTec VX
2014,"79303 kms "," Diesel "," Manual",2.0,Honda Amaze EX i-Dtech
2014,"79324 kms "," Diesel "," Manual",2.99,Honda Amaze S i-Dtech
2017,"79968 kms "," Diesel "," Manual",6.0,Honda Amaze E Option i-DT
2015,"80000 kms "," Diesel "," Manual",4.49,Honda Mobilio S i-DTEC
2014,"80000 kms "," Diesel "," Manual",4.8,Honda City i DTEC V
2014,"80000 kms "," Diesel "," Manual",5.45,Honda City i DTEC SV
2015,"80000 kms "," Diesel "," Manual",4.8,Honda Amaze SX i-DTEC
2015,"80000 kms "," Diesel "," Manual",4.5,Honda Mobilio RS i-DTEC
2014,"80000 kms "," Diesel "," Manual",4.6,Honda Amaze S i-Dtech
2014,"80000 kms "," Diesel "," Manual",5.0,Honda City i DTEC SV
2019,"80000 kms "," Diesel "," Manual",10.1,Honda WR-V i-DTEC VX
2018,"80286 kms "," Diesel "," Manual",6.7,Honda WR-V i-DTEC VX
2018,"81126 kms "," Diesel "," Manual",5.78,Honda Amaze E i-DTEC
2016,"82000 kms "," Diesel "," Manual",7.25,Honda City i DTec VX
2014,"82410 kms "," Diesel "," Manual",6.6,Honda City i DTEC S
2014,"82709 kms "," Diesel "," Manual",2.75,Honda Amaze S Diesel
2014,"84107 kms "," Diesel "," Manual",2.65,Honda Amaze E i-Dtech
2014,"84504 kms "," Diesel "," Manual",3.0,Honda Mobilio S i-DTEC
2015,"85000 kms "," Diesel "," Manual",4.95,Honda Mobilio E i-DTEC
2014,"85533 kms "," Diesel "," Manual",3.09,Honda City i DTEC SV
2015,"85949 kms "," Diesel "," Manual",5.05,Honda Amaze VX i-DTEC
2018,"87482 kms "," Diesel "," Manual",7.5,Honda WR-V i-DTEC S
2013,"88000 kms "," Diesel "," Manual",2.5,Honda Amaze S i-Dtech
2014,"88385 kms "," Diesel "," Manual",5.5,Honda City i DTEC V
2017,"88600 kms "," Diesel "," Manual",7.6,Honda WR-V i-DTEC VX
2017,"89861 kms "," Diesel "," Manual",7.25,Honda WR-V i-DTEC VX
2014,"90000 kms "," Diesel "," Manual",4.45,Honda City i DTEC VX
2018,"90000 kms "," Diesel "," Manual",7.5,Honda Amaze VX i DTEC
2018,"90000 kms "," Diesel "," Manual",6.5,Honda BR-V i-DTEC V MT
2014,"90962 kms "," Diesel "," Manual",3.5,Honda Mobilio V i-DTEC
2014,"91000 kms "," Diesel "," Manual",5.3,Honda City i DTEC V
2014,"91123 kms "," Diesel "," Manual",4.35,Honda City i DTEC VX
2014,"91332 kms "," Diesel "," Manual",2.3,Honda Amaze S i-Dtech
2014,"91828 kms "," Diesel "," Manual",2.88,Honda Amaze S i-Dtech
2016,"92000 kms "," Diesel "," Manual",6.5,Honda Jazz 1.5 S i DTEC
2014,"92509 kms "," Diesel "," Manual",5.0,Honda City i DTEC VX
2014,"94146 kms "," Diesel "," Manual",4.56,Honda Amaze S i-Dtech
2015,"95338 kms "," Diesel "," Manual",2.25,Honda Amaze S i-Dtech
2015,"96395 kms "," Diesel "," Manual",4.0,Honda City i DTEC V
2014,"97285 kms "," Diesel "," Manual",3.94,Honda City i DTEC V
2017,"97526 kms "," Diesel "," Manual",6.35,Honda WR-V i-DTEC VX
2014,"98243 kms "," Diesel "," Manual",5.62,Honda City i DTEC V
2017,"100000 kms "," Diesel "," Manual",8.25,Honda City i-DTEC ZX
2014,"100000 kms "," Diesel "," Manual",5.4,Honda City i DTEC V
2015,"100000 kms "," Diesel "," Manual",6.2,Honda City i DTEC VX Opti
2015,"100000 kms "," Diesel "," Manual",6.85,Honda City i DTEC V
2015,"100818 kms "," Diesel "," Manual",4.5,Honda City i DTEC E
2015,"101466 kms "," Diesel "," Manual",5.65,Honda City i DTEC S
2014,"104790 kms "," Diesel "," Manual",4.0,Honda City i DTEC SV
2015,"105773 kms "," Diesel "," Manual",3.5,Honda City i DTEC SV
2017,"106401 kms "," Diesel "," Manual",5.25,Honda WR-V i-DTEC VX
2015,"107252 kms "," Diesel "," Manual",2.9,Honda Amaze S i-Dtech
2015,"109839 kms "," Diesel "," Manual",5.5,Honda City i DTEC V
2013,"110000 kms "," Diesel "," Manual",2.0,Honda Amaze E i-Dtech
2018,"110000 kms "," Diesel "," Manual",5.7,Honda Amaze i-DTEC Privil
2018,"110000 kms "," Diesel "," Manual",7.5,Honda WR-V i-DTEC VX
2017,"110000 kms "," Diesel "," Manual",5.5,Honda Amaze i-DTEC Privil
2016,"110000 kms "," Diesel "," Manual",5.15,Honda Jazz 1.5 V i DTEC
2014,"110000 kms "," Diesel "," Manual",5.3,Honda City i DTEC VX
2013,"110000 kms "," Diesel "," Manual",2.3,Honda Amaze EX i-Dtech
2019,"110000 kms "," Diesel "," Manual",9.15,Honda WR-V i-DTEC VX
2014,"110000 kms "," Diesel "," Manual",3.5,Honda City i DTEC SV
2013,"110000 kms "," Diesel "," Manual",3.35,Honda Amaze EX i-Dtech
2013,"110000 kms "," Diesel "," Manual",3.35,Honda Amaze EX i-Dtech
2014,"110481 kms "," Diesel "," Manual",5.0,Honda City i DTEC E
2015,"110586 kms "," Diesel "," Manual",5.4,Honda City i DTEC SV
2014,"110697 kms "," Diesel "," Manual",4.04,Honda City i DTEC SV
2014,"112306 kms "," Diesel "," Manual",5.2,Honda City i DTEC S
2015,"112403 kms "," Diesel "," Manual",3.0,Honda Amaze S i-Dtech
2014,"113136 kms "," Diesel "," Manual",2.73,Honda Amaze S i-Dtech
2013,"113924 kms "," Diesel "," Manual",3.0,Honda Amaze S i-Dtech
2013,"114565 kms "," Diesel "," Manual",2.12,Honda Amaze S i-Dtech
2014,"115181 kms "," Diesel "," Manual",5.27,Honda Mobilio S i-DTEC
2014,"116734 kms "," Diesel "," Manual",5.5,Honda Mobilio S i-DTEC
2014,"119799 kms "," Diesel "," Manual",3.67,Honda City i DTEC S
2014,"119824 kms "," Diesel "," Manual",2.96,Honda Amaze S i-Dtech
2015,"120000 kms "," Diesel "," Manual",4.0,Honda Amaze S i-Dtech
2016,"120000 kms "," Diesel "," Manual",4.5,Honda BR-V i-DTEC V MT
2019,"120000 kms "," Diesel "," Manual",6.5,Honda WR-V i-DTEC VX
2017,"120000 kms "," Diesel "," Manual",3.0,Honda Amaze E Option i-DT
2019,"120000 kms "," Diesel "," Manual",6.0,Honda Amaze Exclusive Die
2014,"120000 kms "," Diesel "," Manual",4.5,Honda Mobilio V i-DTEC
2015,"120000 kms "," Diesel "," Manual",5.0,Honda Mobilio RS i-DTEC
2014,"120000 kms "," Diesel "," Manual",3.5,Honda Mobilio V Option i-
2018,"120000 kms "," Diesel "," Manual",9.0,Honda City i-DTEC ZX
2014,"121147 kms "," Diesel "," Manual",3.0,Honda City i DTEC VX
2015,"121940 kms "," Diesel "," Manual",2.95,Honda Amaze S i-Dtech
2015,"125000 kms "," Diesel "," Manual",6.0,Honda City i DTEC VX
2014,"125690 kms "," Diesel "," Manual",2.45,Honda Amaze S i-Dtech
2016,"129835 kms "," Diesel "," Manual",5.2,Honda City i DTec V
2014,"131004 kms "," Diesel "," Manual",4.79,Honda City i DTEC VX
2015,"132349 kms "," Diesel "," Manual",4.16,Honda Jazz 1.5 SV i DTEC
2014,"134397 kms "," Diesel "," Manual",5.75,Honda City i DTEC V
2014,"135538 kms "," Diesel "," Manual",3.5,Honda City i DTEC V
2013,"136323 kms "," Diesel "," Manual",3.0,Honda Amaze EX i-Dtech
2018,"137976 kms "," Diesel "," Manual",4.6,Honda Amaze S i-DTEC
2014,"139841 kms "," Diesel "," Manual",3.36,Honda City i DTEC S
2015,"140499 kms "," Diesel "," Manual",5.3,Honda City i DTEC V
2014,"141088 kms "," Diesel "," Manual",4.0,Honda Amaze S i-Dtech
2014,"142000 kms "," Diesel "," Manual",7.15,Honda City i DTEC VX
2014,"148000 kms "," Diesel "," Manual",3.5,Honda Amaze VX O iDTEC
2018,"149091 kms "," Diesel "," Manual",6.2,Honda Amaze S i-DTEC
2014,"149237 kms "," Diesel "," Manual",3.0,Honda City i DTEC SV
2014,"149990 kms "," Diesel "," Manual",2.75,Honda City i DTEC SV
2016,"151181 kms "," Diesel "," Manual",5.0,Honda City i DTec SV
2013,"156064 kms "," Diesel "," Manual",3.27,Honda Amaze S i-Dtech
2014,"166563 kms "," Diesel "," Manual",4.0,Honda City i DTEC VX
2014,"168039 kms "," Diesel "," Manual",5.85,Honda Mobilio RS i-DTEC
2013,"169285 kms "," Diesel "," Manual",3.49,Honda Amaze S i-Dtech
2013,"170137 kms "," Diesel "," Manual",2.8,Honda Amaze VX i-DTEC
2017,"172246 kms "," Diesel "," Manual",6.31,Honda BR-V i-DTEC S MT
2014,"188878 kms "," Diesel "," Manual",4.5,Honda City i DTEC SV
2013,"200000 kms "," Diesel "," Manual",2.5,Honda Amaze S i-Dtech
2015,"200000 kms "," Diesel "," Manual",3.5,Honda Amaze S i-Dtech
2014,"204000 kms "," Diesel "," Manual",4.0,Honda Amaze S i-Dtech
2014,"205546 kms "," Diesel "," Manual",2.25,Honda Mobilio V i-DTEC
2015,"210532 kms "," Diesel "," Manual",4.5,Honda Jazz 1.5 V i DTEC
2021,"1425 kms "," Petrol "," Manual",13.25,Honda City VX MT
2022,"1661 kms "," Petrol "," Manual",16.0,Honda City VX MT
2021,"2000 kms "," Petrol "," Manual",6.5,Honda Amaze S Petrol
2018,"2264 kms "," Petrol "," Manual",8.0,Honda City i-VTEC V
2022,"2758 kms "," Petrol "," Manual",7.0,Honda Amaze S
2021,"2867 kms "," Petrol "," Manual",7.5,Honda Amaze S Petrol
2022,"3500 kms "," Petrol "," Manual",11.25,Honda City V MT
2022,"4696 kms "," Petrol "," Manual",14.48,Honda City ZX MT
2023,"5000 kms "," Petrol "," Manual",7.0,Honda Amaze S
2022,"5000 kms "," Petrol "," Manual",10.8,Honda City V MT
2022,"5045 kms "," Petrol "," Manual",14.5,Honda City ZX MT
2021,"5317 kms "," Petrol "," Manual",11.39,Honda City V MT
2021,"6000 kms "," Petrol "," Manual",9.75,Honda City SV MT
2021,"6605 kms "," Petrol "," Manual",10.0,Honda City V MT
2021,"7909 kms "," Petrol "," Manual",7.0,Honda Amaze S
2012,"8000 kms "," Petrol "," Manual",2.85,Honda Brio S MT
2017,"8602 kms "," Petrol "," Manual",7.25,Honda City V MT AVN
2014,"8696 kms "," Petrol "," Manual",4.0,Honda Mobilio V i-VTEC
2022,"8700 kms "," Petrol "," Manual",14.0,Honda City ZX MT
2018,"9205 kms "," Petrol "," Manual",6.5,Honda Amaze V Petrol BSIV
2022,"10000 kms "," Petrol "," Manual",10.44,Honda WR-V VX
2020,"10000 kms "," Petrol "," Manual",6.7,Honda Amaze S Petrol
2021,"10000 kms "," Petrol "," Manual",12.55,Honda City VX MT
2020,"10000 kms "," Petrol "," Manual",6.5,Honda Amaze S Petrol
2020,"12265 kms "," Petrol "," Manual",12.57,Honda City ZX MT
2020,"12487 kms "," Petrol "," Manual",13.45,Honda City i-VTEC S
2019,"12494 kms "," Petrol "," Manual",6.0,Honda Amaze V Petrol BSIV
2015,"12710 kms "," Petrol "," Manual",3.4,Honda Amaze SX i-VTEC
2019,"13106 kms "," Petrol "," Manual",6.0,Honda Amaze S Petrol BSIV
2020,"13307 kms "," Petrol "," Manual",6.79,Honda Amaze VX Petrol
2017,"14073 kms "," Petrol "," Manual",6.7,Honda Jazz 1.2 V i VTEC
2022,"14879 kms "," Petrol "," Manual",12.75,Honda City ZX MT
2020,"15000 kms "," Petrol "," Manual",9.25,Honda WR-V i-VTEC VX
2017,"15500 kms "," Petrol "," Manual",7.5,Honda WR-V i-VTEC VX
2022,"15500 kms "," Petrol "," Manual",13.8,Honda City ZX MT
2022,"15501 kms "," Petrol "," Manual",10.38,Honda City V MT
2017,"15711 kms "," Petrol "," Manual",6.25,Honda Mobilio V i-VTEC
2021,"16000 kms "," Petrol "," Manual",11.9,Honda City i-VTEC V
2022,"16000 kms "," Petrol "," Manual",14.0,Honda City i-VTEC ZX
2016,"16000 kms "," Petrol "," Manual",4.65,Honda Brio VX
2021,"16748 kms "," Petrol "," Manual",8.14,Honda WR-V SV
2014,"16802 kms "," Petrol "," Manual",5.0,Honda City i VTEC VX
2017,"17000 kms "," Petrol "," Manual",6.45,Honda WR-V i-VTEC S
2017,"17000 kms "," Petrol "," Manual",5.75,Honda Amaze S i-VTEC
2017,"17687 kms "," Petrol "," Manual",9.0,Honda City i VTEC VX
2019,"17782 kms "," Petrol "," Manual",7.0,Honda Jazz 1.2 VX i VTEC
2014,"17815 kms "," Petrol "," Manual",4.5,Honda Amaze E i-Vtech
2013,"18511 kms "," Petrol "," Manual",3.44,Honda Brio S MT
2016,"19434 kms "," Petrol "," Manual",6.0,Honda City i VTEC S
2015,"19673 kms "," Petrol "," Manual",3.5,Honda Amaze S i-Vtech
2017,"19848 kms "," Petrol "," Manual",7.0,Honda WR-V i-VTEC VX
2022,"20000 kms "," Petrol "," Manual",7.5,Honda Amaze S
2020,"20000 kms "," Petrol "," Manual",6.1,Honda Amaze S Petrol
2019,"20121 kms "," Petrol "," Manual",6.14,Honda Amaze S Petrol BSIV
2017,"20619 kms "," Petrol "," Manual",6.0,Honda WR-V i-VTEC VX
2014,"20663 kms "," Petrol "," Manual",4.25,Honda Amaze S i-Vtech
2021,"20900 kms "," Petrol "," Manual",8.25,Honda Amaze VX Petrol
2020,"20942 kms "," Petrol "," Manual",12.96,Honda City ZX MT
2017,"21000 kms "," Petrol "," Manual",6.9,Honda Jazz 1.2 SV i VTEC
2019,"21000 kms "," Petrol "," Manual",7.34,Honda Amaze VX i-VTEC
2018,"21000 kms "," Petrol "," Manual",6.95,Honda WR-V Edge Edition i
2017,"21000 kms "," Petrol "," Manual",4.99,Honda Amaze S i-VTEC
2019,"21744 kms "," Petrol "," Manual",5.5,Honda Amaze S Petrol BSIV
2020,"21795 kms "," Petrol "," Manual",6.3,Honda Amaze S Petrol
2016,"22000 kms "," Petrol "," Manual",8.0,Honda City i VTEC V
2019,"22000 kms "," Petrol "," Manual",6.0,Honda Amaze S i-VTEC
2019,"22000 kms "," Petrol "," Manual",9.65,Honda City V MT
2019,"22000 kms "," Petrol "," Manual",7.9,Honda WR-V Edge Edition i
2021,"22111 kms "," Petrol "," Manual",9.0,Honda City SV MT
2014,"22377 kms "," Petrol "," Manual",6.0,Honda City i VTEC SV
2017,"22500 kms "," Petrol "," Manual",8.75,Honda City 1.5 V MT Exclu
2017,"22735 kms "," Petrol "," Manual",7.15,Honda City i VTEC SV
2019,"23000 kms "," Petrol "," Manual",8.5,Honda BR-V i-VTEC S MT
2017,"23239 kms "," Petrol "," Manual",4.5,Honda Amaze S i-VTEC
2018,"24530 kms "," Petrol "," Manual",7.6,Honda Jazz 1.2 V i VTEC
2018,"25000 kms "," Petrol "," Manual",7.45,Honda WR-V i-VTEC VX
2017,"25000 kms "," Petrol "," Manual",5.98,Honda WR-V i-VTEC S
2017,"25000 kms "," Petrol "," Manual",9.5,Honda City i VTEC V
2013,"25025 kms "," Petrol "," Manual",4.15,Honda Amaze S i-Vtech
2017,"25025 kms "," Petrol "," Manual",5.65,Honda Jazz 1.2 V i VTEC
2017,"25086 kms "," Petrol "," Manual",5.68,Honda Amaze S Option i-VT
2020,"25114 kms "," Petrol "," Manual",9.45,Honda City SV MT
2016,"25314 kms "," Petrol "," Manual",7.55,Honda City i VTEC VX
2014,"25900 kms "," Petrol "," Manual",4.21,Honda Amaze VX i-Vtech
2019,"26000 kms "," Petrol "," Manual",6.75,Honda BR-V i-VTEC E MT
2015,"26107 kms "," Petrol "," Manual",5.02,Honda Brio S MT
2020,"26504 kms "," Petrol "," Manual",5.87,Honda Amaze S Petrol
2017,"26536 kms "," Petrol "," Manual",5.2,Honda Brio 1.2 VX MT
2010,"26900 kms "," Petrol "," Manual",3.0,Honda City 1.5 S MT
2017,"27000 kms "," Petrol "," Manual",5.11,Honda Jazz 1.2 V i VTEC
2022,"27690 kms "," Petrol "," Manual",10.5,Honda City V MT
2018,"27947 kms "," Petrol "," Manual",7.5,Honda City i-VTEC V
2019,"28000 kms "," Petrol "," Manual",8.65,Honda WR-V i-VTEC VX
2016,"28000 kms "," Petrol "," Manual",5.9,Honda City i VTEC SV
2014,"28000 kms "," Petrol "," Manual",3.0,Honda Brio S MT
2017,"28000 kms "," Petrol "," Manual",8.0,Honda City i VTEC V
2013,"28000 kms "," Petrol "," Manual",4.6,Honda City i VTEC S
2018,"28000 kms "," Petrol "," Manual",8.25,Honda WR-V i-VTEC VX
2016,"28000 kms "," Petrol "," Manual",4.7,Honda Brio 1.2 VX MT
2016,"28000 kms "," Petrol "," Manual",4.7,Honda Brio 1.2 VX MT
2016,"28232 kms "," Petrol "," Manual",4.0,Honda Jazz 1.2 SV i VTEC
2017,"28383 kms "," Petrol "," Manual",7.99,Honda WR-V i-VTEC VX
2015,"28714 kms "," Petrol "," Manual",5.17,Honda Jazz 1.2 V i VTEC
2014,"29000 kms "," Petrol "," Manual",4.25,Honda Amaze SX i-VTEC
2013,"29126 kms "," Petrol "," Manual",4.25,Honda City E
2017,"29401 kms "," Petrol "," Manual",7.15,Honda BR-V i-VTEC S MT
2019,"29461 kms "," Petrol "," Manual",5.5,Honda Amaze E Petrol BSIV
2018,"29500 kms "," Petrol "," Manual",6.5,Honda Amaze VX i-VTEC
2015,"29597 kms "," Petrol "," Manual",3.72,Honda Brio S MT
2015,"29822 kms "," Petrol "," Manual",5.0,Honda Amaze SX i-VTEC
2014,"30000 kms "," Petrol "," Manual",6.75,Honda City V MT
2017,"30000 kms "," Petrol "," Manual",6.95,Honda City i VTEC SV
2019,"30000 kms "," Petrol "," Manual",6.99,Honda Amaze S i-VTEC
2019,"30000 kms "," Petrol "," Manual",7.5,Honda WR-V i-VTEC VX
2021,"30000 kms "," Petrol "," Manual",9.5,Honda WR-V VX
2017,"30000 kms "," Petrol "," Manual",4.5,Honda Amaze S i-VTEC
2017,"30000 kms "," Petrol "," Manual",4.5,Honda Amaze S i-VTEC
2015,"30041 kms "," Petrol "," Manual",4.8,Honda Amaze S Petrol
2019,"30258 kms "," Petrol "," Manual",9.5,Honda City V MT
2009,"30296 kms "," Petrol "," Manual",2.5,Honda City 1.5 S MT
2018,"30346 kms "," Petrol "," Manual",4.79,Honda Brio 1.2 S MT
2020,"30405 kms "," Petrol "," Manual",6.5,Honda Amaze S Petrol
2014,"30692 kms "," Petrol "," Manual",3.95,Honda Amaze E i-Vtech
2015,"30833 kms "," Petrol "," Manual",5.0,Honda Mobilio V Option i-
2019,"30935 kms "," Petrol "," Manual",7.4,Honda Jazz 1.2 V i VTEC
2017,"31000 kms "," Petrol "," Manual",6.93,Honda City i VTEC S
2015,"31111 kms "," Petrol "," Manual",4.0,Honda Amaze S i-Vtech
2015,"31135 kms "," Petrol "," Manual",4.8,Honda Amaze S i-Vtech
2016,"31500 kms "," Petrol "," Manual",4.25,Honda Amaze S i-VTEC
2016,"31500 kms "," Petrol "," Manual",4.25,Honda Amaze S i-VTEC
2014,"32000 kms "," Petrol "," Manual",3.35,Honda Brio S MT
2016,"32000 kms "," Petrol "," Manual",7.25,Honda City i VTEC V
2020,"32093 kms "," Petrol "," Manual",5.6,Honda Amaze S Petrol
2015,"32191 kms "," Petrol "," Manual",4.75,Honda City i VTEC SV
2016,"32291 kms "," Petrol "," Manual",7.0,Honda City i VTEC V
2018,"32512 kms "," Petrol "," Manual",8.2,Honda WR-V i-VTEC S
2013,"32654 kms "," Petrol "," Manual",3.25,Honda Brio S MT
2016,"33000 kms "," Petrol "," Manual",4.95,Honda Jazz 1.2 VX i VTEC
2019,"33168 kms "," Petrol "," Manual",6.99,Honda Amaze V Petrol BSIV
2016,"33397 kms "," Petrol "," Manual",3.59,Honda Amaze S i-VTEC
2018,"33412 kms "," Petrol "," Manual",8.4,Honda City i-VTEC V
2018,"33826 kms "," Petrol "," Manual",6.48,Honda WR-V i-VTEC VX
2011,"33893 kms "," Petrol "," Manual",3.0,Honda Civic 1.8 V MT
2013,"33912 kms "," Petrol "," Manual",2.85,Honda Brio S MT
2018,"34016 kms "," Petrol "," Manual",8.09,Honda WR-V i-VTEC VX
2018,"34025 kms "," Petrol "," Manual",7.25,Honda City i-VTEC SV
2012,"34391 kms "," Petrol "," Manual",3.9,Honda Jazz 1.2 S i VTEC
2017,"34721 kms "," Petrol "," Manual",5.5,Honda Amaze S i-VTEC
2019,"34876 kms "," Petrol "," Manual",6.65,Honda Amaze S Petrol BSIV
2020,"35000 kms "," Petrol "," Manual",7.99,Honda City i-VTEC VX
2019,"35000 kms "," Petrol "," Manual",7.99,Honda City i-VTEC VX
2019,"35000 kms "," Petrol "," Manual",7.22,Honda Amaze VX Petrol BSI
2019,"35000 kms "," Petrol "," Manual",7.95,Honda BR-V i-VTEC VX MT
2020,"35000 kms "," Petrol "," Manual",12.95,Honda City ZX MT
2019,"35000 kms "," Petrol "," Manual",6.28,Honda Amaze S Petrol BSIV
2016,"35025 kms "," Petrol "," Manual",7.5,Honda City i VTEC VX
2014,"35200 kms "," Petrol "," Manual",3.7,Honda Amaze S i-Vtech
2017,"35566 kms "," Petrol "," Manual",6.45,Honda Jazz 1.2 VX i VTEC
2016,"35620 kms "," Petrol "," Manual",7.5,Honda City i VTEC VX
2009,"35958 kms "," Petrol "," Manual",2.0,Honda Jazz S
2017,"36000 kms "," Petrol "," Manual",7.45,Honda Jazz 1.2 SV i VTEC
